,batch,urls
165,2320-2559,https://austin.craigslist.org/cto/d/2004-chevy-silverado/6579727332.html
166,2320-2559,https://austin.craigslist.org/cto/d/1995-ford-700-thermoking/6555059308.html
167,2320-2559,https://austin.craigslist.org/cto/d/2009-chevy-tahoe-ltz/6579725964.html
168,2320-2559,https://austin.craigslist.org/cto/d/clean-dependable-2007-f150-xl/6577600633.html
169,2320-2559,https://austin.craigslist.org/cto/d/1997-forddiesel-powerstoke/6555061145.html
170,2320-2559,https://austin.craigslist.org/cto/d/2000-ford-f450-disel-bake/6579725009.html
171,2320-2559,https://austin.craigslist.org/ctd/d/2012-chevy-malibu-may/6579728362.html
172,2320-2559,https://austin.craigslist.org/cto/d/1992-land-rover-defendertdi/6564564208.html
173,2320-2559,https://austin.craigslist.org/cto/d/2006-chevrolet-duramax-dually/6575413276.html
174,2320-2559,https://austin.craigslist.org/cto/d/14-kia-soul-plus-automatic-1/6579694317.html
175,2320-2559,https://austin.craigslist.org/cto/d/2008-chevrolet-suburban/6559663444.html
176,2320-2559,https://austin.craigslist.org/cto/d/2009-volkswagen-jetta/6579719035.html
177,2320-2559,https://austin.craigslist.org/cto/d/2010-toyota-avalon-xls/6579718949.html
178,2320-2559,https://austin.craigslist.org/cto/d/2004-chevrolet-suburban-lt/6579717299.html
179,2320-2559,https://austin.craigslist.org/cto/d/2017-ford-f350-lariat/6559146701.html
180,2320-2559,https://austin.craigslist.org/ctd/d/2015-gmc-sierra-2500hd-denali/6579722465.html
181,2320-2559,https://austin.craigslist.org/cto/d/2004-ford-350/6579717108.html
182,2320-2559,https://austin.craigslist.org/ctd/d/2014-fordf150-stx-supercrew/6579721038.html
183,2320-2559,https://austin.craigslist.org/cto/d/1999-ford-350-flatbed/6579716222.html
184,2320-2559,https://austin.craigslist.org/cto/d/2006-honda-accord-for-sale/6570831036.html
185,2320-2559,https://austin.craigslist.org/ctd/d/2015-nissan-frontier-sv-king/6579719041.html
186,2320-2559,https://austin.craigslist.org/ctd/d/2007-chevrolet-suburban-may/6579717298.html
187,2320-2559,https://austin.craigslist.org/ctd/d/2017-tesla-model-100d-awd/6579716752.html
188,2320-2559,https://austin.craigslist.org/cto/d/2015-ford-taurus-interceptor/6579710361.html
189,2320-2559,https://austin.craigslist.org/cto/d/2016-acura-mdx-factory/6576868724.html
190,2320-2559,https://austin.craigslist.org/cto/d/2001-honda-s2000/6579707149.html
